P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
b,b,b,b,c,e,c,d,c,b,b,c,b,c,b,b,d,c,b,c,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,c,c,b,b,e,b,b,b,b,b,b,b,b,b,a,Ingeniería Mecánica Eléctrica,5
b,b,e,b,b,b,d,a,b,c,b,b,a,b,b,b,c,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,c,b,b,b,b,c,c,b,b,b,b,b,c,e,c,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,b,c,c,c,c,b,b,c,b,b,c,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,c,a,b,c,c,c,b,c,b,e,c,b,c,b,c,d,b,Ingeniería Mecánica Eléctrica,5
b,b,c,e,b,d,b,b,c,b,c,b,b,b,c,b,a,b,e,c,Ingeniería Mecánica Eléctrica,4
b,c,c,b,a,b,b,b,b,c,b,b,b,b,b,d,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,b,d,c,b,c,b,b,a,b,e,b,b,b,b,c,b,c,b,c,Ingeniería Mecánica Eléctrica,5
b,c,d,b,d,b,c,b,c,c,b,b,c,c,b,b,b,b,a,b,Ingeniería Mecánica Eléctrica,3
b,b,b,b,a,b,b,e,b,b,b,b,b,b,b,a,c,b,b,b,Ingeniería Mecánica Eléctrica,4
c,b,c,b,c,b,d,b,b,b,d,b,c,c,c,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,c,d,b,b,b,b,b,b,b,c,c,c,b,c,b,c,c,c,b,Ingeniería Mecánica Eléctrica,4
b,b,b,c,d,b,b,c,b,b,b,c,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,a,b,c,b,b,b,b,c,a,b,c,b,b,b,b,c,b,b,c,Ingeniería Mecánica Eléctrica,5
b,b,b,c,d,b,c,e,b,b,b,b,b,b,a,a,b,b,b,a,Ingeniería Mecánica Eléctrica,5
c,b,b,b,b,b,d,b,d,e,b,b,b,c,c,b,c,b,c,b,Ingeniería Mecánica Eléctrica,5
c,b,b,c,d,b,b,b,b,a,a,c,c,b,a,b,b,b,c,c,Ingeniería Mecánica Eléctrica,5
d,b,b,b,c,c,e,c,b,c,c,b,d,c,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,c,b,c,c,e,b,a,b,b,b,a,b,b,a,b,b,c,Ingeniería Mecánica Eléctrica,5
b,b,a,b,b,b,b,b,c,c,b,a,b,c,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
c,b,c,e,b,b,a,c,c,c,c,b,b,b,d,b,c,b,e,a,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,d,b,c,b,e,b,b,e,b,c,a,b,a,b,b,Ingeniería Mecánica Eléctrica,5
a,b,a,b,b,b,b,c,e,b,b,d,c,b,b,c,c,b,c,c,Ingeniería Mecánica Eléctrica,4
c,b,c,b,b,b,b,b,b,c,b,a,b,b,d,c,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,c,b,a,b,b,b,a,b,b,c,c,b,b,b,b,b,d,b,c,Ingeniería Mecánica Eléctrica,5
c,a,b,d,c,c,d,b,c,a,c,b,b,d,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,c,d,b,c,d,b,b,b,b,b,b,c,b,b,b,c,b,e,d,Ingeniería Mecánica Eléctrica,5
b,c,b,d,b,a,b,b,e,b,b,c,b,b,b,b,c,c,e,b,Ingeniería Mecánica Eléctrica,5
a,b,b,d,c,b,b,b,e,c,b,b,b,b,c,b,e,b,e,c,Ingeniería Mecánica Eléctrica,5
b,b,c,e,e,c,a,b,c,c,b,e,b,c,e,d,b,d,b,c,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,c,b,d,b,b,e,b,b,b,c,b,c,c,e,b,Ingeniería Mecánica Eléctrica,5
b,b,c,b,c,b,b,d,b,c,b,b,b,a,b,a,b,b,d,b,Ingeniería Mecánica Eléctrica,4
b,c,b,b,c,c,c,b,b,d,b,b,b,b,c,b,c,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,d,b,b,c,c,b,e,c,b,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,b,b,b,b,b,b,b,d,e,b,b,d,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,a,d,b,b,b,b,b,c,e,b,b,b,b,a,b,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,a,b,c,b,b,b,b,e,d,c,b,d,c,b,b,b,Ingeniería Mecánica Eléctrica,5
c,c,b,c,b,b,c,b,b,b,b,b,b,b,c,b,c,b,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,c,b,c,b,b,c,b,b,b,b,b,c,d,b,b,e,c,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,b,c,c,b,c,b,b,b,b,c,b,d,c,b,c,Ingeniería Mecánica Eléctrica,4
b,b,b,c,b,b,c,b,d,b,b,c,b,d,e,e,c,b,c,b,Ingeniería Mecánica Eléctrica,5
c,e,b,c,b,b,b,b,b,d,a,c,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,3
c,b,b,b,d,b,b,b,b,b,b,b,c,c,b,b,c,b,c,b,Ingeniería Mecánica Eléctrica,3
b,b,b,e,b,e,c,b,b,c,c,b,c,b,b,c,b,b,e,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,c,b,b,d,b,d,b,b,d,b,e,b,c,c,b,c,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,e,c,b,b,b,b,c,b,b,c,c,c,c,b,b,Ingeniería Mecánica Eléctrica,5
a,b,b,b,c,b,c,b,c,c,b,a,b,b,b,c,b,c,b,d,Ingeniería Mecánica Eléctrica,4
c,b,b,b,d,b,c,b,b,b,b,b,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
c,c,b,c,b,c,c,c,b,e,b,c,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,c,c,c,c,b,d,c,b,b,b,b,c,b,b,c,b,c,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,b,b,c,b,b,b,c,c,b,c,b,d,b,c,c,b,Ingeniería Mecánica Eléctrica,5
b,b,d,b,b,b,b,b,e,b,b,b,e,b,c,b,b,a,b,c,Ingeniería Mecánica Eléctrica,4
b,c,b,b,b,b,b,b,c,b,b,b,c,b,a,e,c,b,b,c,Ingeniería Mecánica Eléctrica,4
d,b,b,b,b,c,e,c,b,b,a,b,b,b,d,c,a,a,b,d,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,b,c,b,b,b,b,b,b,b,b,c,c,c,b,b,Ingeniería Mecánica Eléctrica,5
a,d,b,e,c,a,b,e,b,b,c,c,b,c,e,b,b,b,a,c,Ingeniería Mecánica Eléctrica,5
b,b,c,a,b,c,b,b,a,b,b,b,e,b,c,b,c,b,b,b,Ingeniería Mecánica Eléctrica,5
e,b,b,b,b,b,b,a,b,b,b,b,b,c,b,b,c,c,a,a,Ingeniería Mecánica Eléctrica,4
b,c,b,c,b,a,c,b,b,d,b,b,b,c,b,b,b,c,b,c,Ingeniería Mecánica Eléctrica,3
b,c,b,c,b,b,b,b,c,b,b,c,b,c,b,c,d,d,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,c,b,c,b,b,c,b,b,b,b,b,e,Ingeniería Mecánica Eléctrica,5
b,b,b,c,b,a,b,b,b,b,c,c,b,c,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,b,b,b,e,a,d,b,b,b,b,b,b,d,b,b,b,c,Ingeniería Mecánica Eléctrica,5
b,b,d,c,c,a,d,b,b,c,b,b,d,c,c,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
c,b,c,b,b,c,e,d,b,b,c,b,b,b,b,b,c,c,b,b,Ingeniería Mecánica Eléctrica,4
c,b,a,b,b,c,e,b,b,c,b,c,a,c,c,b,c,b,c,c,Ingeniería Mecánica Eléctrica,4
b,b,b,c,b,b,c,e,b,b,c,b,c,c,a,b,c,c,c,a,Ingeniería Mecánica Eléctrica,5
b,c,b,a,b,c,b,b,e,b,b,b,b,b,c,d,b,b,c,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,b,b,e,c,c,e,b,c,b,c,c,b,e,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,e,b,b,b,b,b,b,b,b,c,c,c,c,c,b,b,Ingeniería Mecánica Eléctrica,5
b,c,a,b,b,b,b,b,b,b,b,b,b,c,d,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,b,b,b,b,c,d,b,a,b,c,e,b,b,c,c,c,Ingeniería Mecánica Eléctrica,3
c,b,e,b,c,b,c,b,b,b,c,c,c,b,c,e,c,c,b,e,Ingeniería Mecánica Eléctrica,3
a,a,b,b,b,b,b,b,c,b,c,b,b,c,b,a,d,c,c,b,Ingeniería Mecánica Eléctrica,5
b,d,b,e,b,b,b,b,b,c,c,b,b,c,a,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,c,b,b,b,b,b,c,b,c,b,a,c,b,c,e,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,c,b,a,b,e,c,c,b,b,b,b,b,a,b,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,e,d,b,c,a,c,a,b,c,b,b,b,b,b,b,b,e,Ingeniería Mecánica Eléctrica,4
b,b,c,b,c,b,b,c,c,c,b,b,b,c,b,c,c,c,d,d,Ingeniería Mecánica Eléctrica,5
b,c,b,a,b,c,b,b,b,b,b,d,b,d,c,b,c,e,c,c,Ingeniería Mecánica Eléctrica,4
b,c,b,a,b,b,b,b,d,e,c,b,c,a,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,5
d,b,d,b,c,b,b,b,b,b,c,b,b,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,b,b,a,c,e,b,b,b,b,c,c,b,c,Ingeniería Mecánica Eléctrica,4
b,d,b,b,b,b,e,d,b,b,b,b,e,b,e,c,b,c,c,c,Ingeniería Mecánica Eléctrica,5
a,b,c,b,c,b,b,b,c,a,b,c,c,b,b,b,a,b,b,b,Ingeniería Mecánica Eléctrica,5
a,e,b,e,b,b,b,c,c,b,b,b,b,b,b,c,b,b,c,b,Ingeniería Mecánica Eléctrica,5
b,c,b,b,d,b,b,b,c,b,a,c,b,b,b,b,a,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,b,b,b,b,d,b,c,b,b,e,b,b,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,c,b,c,b,a,b,c,d,c,b,b,b,d,c,b,a,b,Ingeniería Mecánica Eléctrica,5
b,b,b,d,c,c,b,c,b,c,b,b,d,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,5
c,b,c,e,b,b,b,b,e,b,b,b,c,b,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
b,b,d,b,b,c,c,b,b,b,a,b,b,b,c,a,b,b,b,b,Ingeniería Mecánica Eléctrica,5
b,e,c,b,b,b,c,c,b,b,c,c,b,d,b,b,c,b,c,c,Ingeniería Mecánica Eléctrica,5
b,b,b,c,a,b,c,b,c,c,b,b,c,b,d,b,c,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,b,a,c,c,b,b,b,b,b,b,d,b,c,c,b,b,b,c,Ingeniería Mecánica Eléctrica,5
b,b,c,b,c,b,c,b,a,b,e,c,c,e,b,b,b,b,c,c,Ingeniería Mecánica Eléctrica,3
b,b,b,b,b,b,e,b,b,b,e,b,b,c,b,c,b,c,c,b,Ingeniería Mecánica Eléctrica,3
b,c,b,b,b,b,b,b,b,e,c,b,a,b,b,c,c,b,c,b,Ingeniería Mecánica Eléctrica,3
c,c,e,b,c,b,b,b,b,c,c,b,b,b,b,b,b,e,d,b,Ingeniería Mecánica Eléctrica,5
c,b,b,b,b,c,e,b,e,b,e,b,d,e,a,a,b,e,e,d,Ingeniería Mecánica Eléctrica,3
b,b,d,b,c,b,b,b,b,c,b,b,b,b,b,b,d,b,b,c,Ingeniería Mecánica Eléctrica,4
b,c,b,c,e,c,c,c,b,c,b,d,b,b,b,b,b,b,b,e,Ingeniería Mecánica Eléctrica,4
b,b,c,c,e,b,b,c,e,b,b,b,d,a,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,4
b,b,b,c,b,b,b,b,b,b,b,c,d,e,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,5
b,d,b,c,e,b,c,b,a,d,b,a,b,b,b,b,b,a,b,b,Ingeniería Mecánica Eléctrica,5
c,c,d,e,b,c,b,e,b,b,b,b,b,c,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,b,b,b,c,e,b,b,b,b,b,b,c,b,e,b,e,c,b,b,Ingeniería Mecánica Eléctrica,4
d,b,b,e,b,c,c,b,b,c,b,b,b,b,b,c,c,b,b,b,Ingeniería Mecánica Eléctrica,5
b,d,b,c,c,b,d,c,b,b,c,b,b,b,b,c,b,c,b,d,Ingeniería Mecánica Eléctrica,4
a,d,b,b,b,b,b,d,b,d,c,b,a,c,a,b,e,c,b,c,Ingeniería Mecánica Eléctrica,4
e,b,b,b,c,a,e,b,b,b,b,b,d,b,e,b,c,d,b,d,Ingeniería Mecánica Eléctrica,4
b,c,b,c,c,b,b,c,b,b,c,b,e,c,c,b,b,d,c,b,Ingeniería Mecánica Eléctrica,3
c,b,b,c,b,b,a,b,b,b,c,b,c,b,b,b,c,d,b,c,Ingeniería Mecánica Eléctrica,5
c,c,c,c,e,a,c,b,a,e,c,c,b,c,b,b,b,c,c,e,Ingeniería Mecánica Eléctrica,4
b,c,b,b,b,b,a,b,d,b,b,b,b,d,a,b,a,b,c,c,Ingeniería Mecánica Eléctrica,5
c,c,b,b,b,c,b,e,b,c,b,b,c,b,c,b,b,b,c,c,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,b,c,b,c,c,e,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
d,b,c,e,b,b,b,b,b,b,c,e,e,b,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,5
c,c,c,b,c,c,c,b,b,b,b,b,e,b,c,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
c,b,c,c,b,c,b,b,a,a,b,c,b,b,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,4
c,b,c,c,e,b,b,b,b,b,c,c,b,b,b,c,c,b,b,d,Ingeniería Mecánica Eléctrica,3
b,b,b,c,b,e,b,b,b,d,c,b,c,c,b,b,b,b,b,c,Ingeniería Mecánica Eléctrica,5
c,b,b,b,e,b,d,c,d,b,c,b,e,c,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,5
b,b,c,b,c,d,b,d,c,c,b,c,b,c,c,b,c,b,d,b,Ingeniería Mecánica Eléctrica,4
c,b,b,b,b,b,b,b,b,c,a,b,b,b,e,b,b,c,b,c,Ingeniería Mecánica Eléctrica,5
e,b,c,b,b,e,c,c,b,c,a,b,c,c,c,e,b,e,e,c,Ingeniería Mecánica Eléctrica,5
d,b,b,b,b,d,b,b,b,c,b,c,b,b,b,c,b,b,b,b,Ingeniería Mecánica Eléctrica,4
c,b,b,d,b,b,b,a,c,b,b,b,b,b,b,b,d,b,c,b,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,c,e,b,a,a,b,a,b,b,c,c,d,b,b,c,Ingeniería Mecánica Eléctrica,5
b,c,b,b,c,c,b,b,c,d,e,b,e,b,a,c,c,c,b,b,Ingeniería Mecánica Eléctrica,4
b,b,c,b,b,b,b,b,c,b,b,b,b,c,c,c,d,b,c,c,Ingeniería Mecánica Eléctrica,5
b,a,b,a,b,c,b,b,c,c,b,c,c,b,b,b,c,e,b,b,Ingeniería Mecánica Eléctrica,3
b,c,b,e,a,b,b,c,b,b,b,d,b,b,d,b,d,a,b,b,Ingeniería Mecánica Eléctrica,4
b,c,b,b,b,b,c,b,c,b,b,b,b,c,b,b,b,a,c,a,Ingeniería Mecánica Eléctrica,4
b,b,b,b,b,b,d,c,a,d,b,b,c,d,c,c,b,b,c,b,Ingeniería Mecánica Eléctrica,4
c,b,b,b,c,b,b,d,c,c,c,c,b,b,d,c,b,b,d,b,Ingeniería Mecánica Eléctrica,3
b,c,b,c,b,d,b,b,b,c,b,b,b,b,e,b,c,b,c,b,Ingeniería Mecánica Eléctrica,5
c,b,b,d,b,d,c,c,b,b,d,e,b,c,c,c,b,b,b,a,Ingeniería Mecánica Eléctrica,4
a,c,b,c,b,a,b,b,b,a,c,b,b,c,e,b,a,c,c,c,Ingeniería Mecánica Eléctrica,5
b,b,c,b,b,b,e,b,b,c,a,c,b,b,b,d,c,b,c,b,Ingeniería Mecánica Eléctrica,5
b,b,c,a,c,c,a,c,c,b,b,c,a,c,b,b,b,c,b,b,Ingeniería Mecánica Eléctrica,4
d,b,b,b,b,b,b,b,b,e,b,b,b,b,b,b,b,b,c,b,Ingeniería Mecánica Eléctrica,5
c,b,e,b,c,b,b,b,c,b,b,c,b,e,b,b,d,a,b,c,Ingeniería Mecánica Eléctrica,5
c,e,b,b,b,b,b,b,b,b,c,b,b,b,c,b,b,a,c,b,Ingeniería Mecánica Eléctrica,5
b,c,c,b,b,b,b,b,b,c,e,b,b,c,b,b,b,b,b,b,Ingeniería Mecánica Eléctrica,5
e,e,e,c,c,e,e,c,c,c,c,b,c,e,c,c,c,e,e,c,Ingeniería Civil,3
c,c,e,c,c,c,e,b,c,d,d,e,a,b,c,e,e,d,b,c,Ingeniería Civil,5
c,c,c,e,c,d,c,c,c,e,c,a,e,e,c,c,c,c,c,d,Ingeniería Civil,3
c,a,b,c,e,c,d,c,e,b,e,c,c,e,c,c,c,b,c,e,Ingeniería Civil,3
c,e,c,c,c,c,c,e,c,b,c,c,c,c,d,c,e,c,c,e,Ingeniería Civil,5
c,c,c,c,c,c,a,c,e,c,c,c,c,c,b,c,e,c,c,a,Ingeniería Civil,5
c,c,c,e,c,c,c,a,c,c,c,d,e,c,c,b,c,e,c,c,Ingeniería Civil,5
c,e,c,c,c,c,e,c,e,c,e,c,c,e,c,c,c,c,c,a,Ingeniería Civil,5
e,c,c,d,c,c,c,c,c,c,e,c,c,c,c,e,c,c,e,c,Ingeniería Civil,4
c,e,c,c,c,b,e,c,e,e,e,c,c,d,c,c,c,c,c,c,Ingeniería Civil,5
c,e,c,c,c,e,a,e,b,c,d,c,c,c,d,c,c,b,c,c,Ingeniería Civil,4
c,c,d,c,c,c,b,c,c,d,e,c,e,e,c,e,c,c,c,c,Ingeniería Civil,5
e,c,e,c,c,c,c,d,e,b,e,a,c,c,e,c,a,c,c,e,Ingeniería Civil,5
e,e,c,c,c,c,b,e,c,e,e,c,e,e,d,a,c,c,c,e,Ingeniería Civil,4
e,c,c,c,c,c,e,e,c,e,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,3
c,c,e,e,d,e,b,c,c,e,c,c,e,c,c,c,e,c,e,c,Ingeniería Civil,5
e,e,a,c,c,a,b,d,c,c,c,e,e,c,c,c,e,c,c,e,Ingeniería Civil,5
c,e,c,c,a,c,c,b,d,a,e,c,e,b,c,c,a,c,c,e,Ingeniería Civil,4
a,c,c,c,d,c,c,c,e,e,e,c,e,c,e,c,c,e,c,c,Ingeniería Civil,5
c,c,a,e,c,c,c,d,c,e,a,c,b,c,c,b,e,c,c,c,Ingeniería Civil,4
c,c,e,d,c,c,c,c,c,c,c,c,c,e,e,e,a,c,c,c,Ingeniería Civil,5
c,e,c,a,a,c,b,c,c,d,c,e,c,c,c,c,e,e,b,e,Ingeniería Civil,5
c,c,c,c,d,c,e,c,e,c,e,c,c,c,c,c,e,e,c,c,Ingeniería Civil,5
c,e,c,c,c,c,c,c,e,c,c,c,c,c,c,a,e,c,c,e,Ingeniería Civil,5
c,e,c,c,c,c,e,e,c,c,e,c,c,c,a,c,a,c,c,e,Ingeniería Civil,4
c,c,c,c,c,b,a,a,e,c,c,a,c,d,c,a,e,e,e,c,Ingeniería Civil,5
c,d,c,d,c,e,c,e,c,e,c,e,c,c,c,c,c,c,e,c,Ingeniería Civil,5
c,c,c,c,c,c,c,e,d,c,c,c,a,a,c,c,c,a,c,e,Ingeniería Civil,3
c,c,c,c,c,a,c,e,e,c,a,c,c,b,c,c,c,e,c,c,Ingeniería Civil,4
c,c,c,c,e,c,c,d,c,e,c,c,c,c,e,c,c,d,c,c,Ingeniería Civil,4
c,c,c,d,a,a,c,a,c,c,c,c,c,c,e,e,d,e,a,d,Ingeniería Civil,4
c,b,c,c,e,c,c,c,c,c,c,e,e,e,b,e,e,c,e,c,Ingeniería Civil,3
e,d,c,e,c,e,c,e,a,c,c,e,c,e,e,c,e,c,c,e,Ingeniería Civil,5
c,c,c,e,e,c,b,e,d,d,c,d,e,e,a,a,e,c,c,c,Ingeniería Civil,5
b,c,e,c,d,c,e,e,c,c,c,c,e,c,c,c,e,c,d,c,Ingeniería Civil,3
c,a,e,c,e,e,a,e,c,c,c,a,d,e,c,c,c,c,a,c,Ingeniería Civil,5
b,c,c,e,e,c,d,e,c,e,c,c,c,b,e,c,c,c,c,c,Ingeniería Civil,4
c,b,e,e,c,c,d,a,e,e,c,a,c,e,c,c,c,c,b,c,Ingeniería Civil,4
c,a,c,c,d,c,c,c,c,e,c,b,e,e,c,d,c,c,c,c,Ingeniería Civil,5
e,c,c,e,c,c,c,c,c,e,c,c,c,c,e,e,b,c,c,e,Ingeniería Civil,4
c,c,c,d,c,e,c,c,c,c,c,c,c,a,e,c,d,c,e,c,Ingeniería Civil,5
c,e,c,e,c,a,c,c,b,c,c,c,c,e,c,e,e,c,d,c,Ingeniería Civil,4
e,c,c,e,c,e,c,c,d,a,c,c,c,c,c,a,c,c,c,c,Ingeniería Civil,4
d,d,e,c,c,c,e,e,a,c,c,a,e,b,e,e,e,e,c,c,Ingeniería Civil,5
c,c,c,b,c,c,e,c,c,e,c,c,c,c,e,a,c,a,c,c,Ingeniería Civil,5
e,d,c,c,c,c,c,d,c,e,e,c,c,e,c,d,c,c,c,e,Ingeniería Civil,5
c,e,c,c,c,e,e,e,b,a,c,c,e,c,c,e,c,c,c,e,Ingeniería Civil,5
c,c,c,c,c,d,c,c,c,e,c,c,e,c,e,c,e,a,e,c,Ingeniería Civil,5
a,e,c,c,d,c,c,e,e,c,c,a,c,c,c,d,e,e,c,e,Ingeniería Civil,5
c,c,e,c,c,d,e,c,c,b,c,a,e,e,c,c,e,c,d,c,Ingeniería Civil,5
c,c,c,c,e,d,e,e,c,c,e,b,e,e,c,c,c,c,e,b,Ingeniería Civil,5
c,c,c,b,e,c,c,a,b,e,e,c,c,e,c,c,e,b,e,c,Ingeniería Civil,4
e,c,e,c,e,c,c,e,c,c,c,c,e,c,c,e,c,c,c,b,Ingeniería Civil,5
d,b,d,e,c,d,e,e,c,e,c,d,c,c,c,b,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,e,c,e,c,e,c,c,e,e,b,d,c,e,c,c,Ingeniería Civil,4
c,e,c,c,c,e,c,e,e,e,a,e,c,c,b,e,e,c,a,c,Ingeniería Civil,5
c,c,e,c,c,c,c,c,c,a,c,c,c,c,c,c,e,c,c,e,Ingeniería Civil,4
c,c,c,b,b,c,d,c,e,e,c,e,c,c,e,d,e,c,c,c,Ingeniería Civil,4
c,c,c,c,e,e,e,e,e,b,d,c,a,c,e,a,e,e,c,c,Ingeniería Civil,3
c,c,c,c,c,e,e,c,c,c,d,c,c,c,c,c,b,c,c,c,Ingeniería Civil,3
c,a,c,d,b,c,e,c,c,b,c,e,c,c,c,c,c,e,e,e,Ingeniería Civil,4
e,d,e,c,b,e,c,c,e,c,a,c,c,e,c,b,c,e,e,c,Ingeniería Civil,4
c,c,e,c,e,c,c,b,c,e,e,c,c,c,e,d,c,b,d,e,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,e,e,c,Ingeniería Civil,5
a,e,c,e,e,c,c,c,c,c,e,d,c,c,c,c,c,c,c,a,Ingeniería Civil,5
c,c,e,c,c,c,a,e,c,a,e,e,c,c,e,c,e,c,c,c,Ingeniería Civil,5
c,c,e,e,a,d,c,c,c,c,c,e,c,a,e,e,c,e,e,e,Ingeniería Civil,5
c,c,c,e,c,c,c,c,c,c,c,e,e,c,c,e,b,c,e,c,Ingeniería Civil,4
c,b,c,c,e,e,b,d,e,c,c,e,e,c,c,e,c,e,e,e,Ingeniería Civil,4
c,c,c,c,e,c,c,e,c,c,c,c,b,c,c,e,c,e,e,b,Ingeniería Civil,5
e,c,e,c,c,c,c,c,e,c,a,c,c,c,c,c,a,c,d,c,Ingeniería Civil,5
c,e,c,c,a,e,c,e,c,c,e,c,e,d,b,e,a,c,c,c,Ingeniería Civil,5
c,c,d,e,c,c,c,e,c,e,c,c,e,c,c,e,e,c,c,e,Ingeniería Civil,4
e,e,e,c,c,c,a,d,e,e,c,d,c,b,c,c,d,c,e,c,Ingeniería Civil,5
c,c,c,e,b,c,c,e,c,c,c,e,b,c,e,a,a,c,c,c,Ingeniería Civil,4
c,c,c,c,e,c,c,c,e,d,c,c,a,c,c,a,b,e,d,e,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,e,c,e,c,c,e,c,e,b,c,c,Ingeniería Civil,3
c,c,e,e,b,e,c,c,c,c,c,e,c,c,c,c,c,c,e,b,Ingeniería Civil,5
e,c,e,c,d,c,c,e,e,c,c,c,c,e,e,b,e,d,e,c,Ingeniería Civil,5
e,e,e,c,c,e,e,c,c,b,c,e,e,e,c,e,e,c,c,c,Ingeniería Civil,4
e,c,c,c,d,e,b,d,c,c,c,e,c,e,e,e,e,c,d,e,Ingeniería Civil,4
c,c,c,e,e,e,e,c,e,c,c,c,c,e,c,c,c,c,e,c,Ingeniería Civil,5
c,d,c,c,c,c,d,a,a,c,c,c,e,c,c,c,d,b,c,c,Ingeniería Civil,4
c,e,c,c,c,c,b,e,c,c,e,c,e,c,b,e,c,c,e,c,Ingeniería Civil,4
c,c,c,c,c,e,c,c,c,c,c,c,a,e,c,c,c,c,c,c,Ingeniería Civil,3
c,c,c,c,b,e,e,c,a,c,e,e,e,c,e,c,c,e,c,c,Ingeniería Civil,3
c,d,c,c,a,b,c,e,c,c,e,e,c,b,c,c,e,c,c,e,Ingeniería Civil,5
a,c,c,c,c,a,c,c,c,c,c,c,e,e,c,e,c,e,e,c,Ingeniería Civil,4
e,c,c,c,c,e,c,c,c,b,c,e,e,e,c,e,c,a,a,c,Ingeniería Civil,4
c,c,c,c,c,c,c,e,a,c,e,c,c,c,e,c,c,c,e,c,Ingeniería Civil,4
c,e,c,e,c,e,c,b,e,b,b,c,c,c,b,c,c,c,c,a,Ingeniería Civil,4
c,c,e,c,c,c,c,c,d,c,c,e,c,c,e,c,c,c,e,c,Ingeniería Civil,4
e,e,c,c,c,e,e,c,c,c,e,c,c,c,e,e,b,c,e,c,Ingeniería Civil,5
c,b,a,c,c,e,d,e,c,c,c,e,e,e,c,c,c,c,c,c,Ingeniería Civil,4
c,c,e,e,e,a,c,e,e,e,c,c,c,c,c,b,c,a,c,b,Ingeniería Civil,5
e,c,c,c,c,c,c,c,e,c,c,c,c,b,c,e,c,c,e,c,Ingeniería Civil,4
a,c,c,a,c,e,b,c,c,c,c,d,e,c,c,c,c,d,c,b,Ingeniería Civil,5
e,c,c,c,c,a,e,c,b,c,e,e,e,c,e,e,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,e,e,e,c,c,c,c,c,b,c,c,c,c,e,c,Ingeniería Civil,4
