P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
a,a,a,a,d,a,a,a,a,d,a,a,d,a,d,a,a,b,a,a,Ingeniería de Software,5
d,c,d,d,d,d,a,e,c,d,b,d,d,c,e,d,d,d,c,b,Administración,4
c,b,e,c,b,c,d,b,b,b,b,c,b,d,b,b,b,a,c,c,Gestión y Dirección,5
a,d,e,d,a,d,d,d,d,a,d,b,d,d,d,d,d,d,c,d,Contaduría,5
d,b,a,c,b,c,b,c,e,b,b,d,b,b,e,b,c,b,b,c,Ingeniería Mecatrónica,4
d,a,c,e,b,a,d,e,d,d,b,b,d,d,e,d,b,b,d,d,Ingeniería Mecánica Eléctrica,4
c,d,c,b,c,d,e,e,b,e,e,d,d,b,b,b,b,d,d,d,Ingeniería Mecánica Eléctrica,5
d,c,d,e,c,b,b,c,b,b,c,b,b,b,d,b,d,b,b,b,Ingeniería de Software,5
a,a,a,d,c,d,e,d,d,d,d,e,d,d,d,a,a,d,d,d,Ingeniería Mecánica Eléctrica,4
d,b,d,b,d,d,d,e,d,e,d,b,d,a,a,d,d,a,c,a,Administración,5
d,d,e,b,c,b,e,b,a,b,d,d,b,b,d,e,b,d,b,d,Ingeniería Civil,5
d,b,d,d,b,e,a,e,d,e,d,d,c,c,d,c,b,d,d,d,Administración,5
b,d,e,e,c,d,d,a,b,d,d,d,d,b,d,d,c,e,c,d,Ingeniería Industrial,4
c,e,e,d,b,b,b,c,e,b,b,d,b,b,e,b,e,a,b,c,Gestión y Dirección,4
c,b,e,e,b,b,e,e,c,b,b,b,b,e,d,e,b,d,c,d,Gestión y Dirección,4
c,b,d,c,b,c,b,c,b,b,e,d,b,b,e,d,e,d,d,e,Administración,5
e,d,d,c,e,b,d,b,b,b,a,c,c,c,b,d,d,b,d,b,Ingeniería Mecánica Eléctrica,5
d,e,c,d,b,d,b,e,b,c,b,a,b,d,c,b,d,b,b,d,Ingeniería Mecatrónica,5
d,d,d,b,d,b,a,d,b,e,c,c,d,b,a,e,b,d,a,b,Administración,5
d,b,a,b,a,d,b,d,d,d,d,a,d,d,e,b,a,b,d,d,Ingeniería de Software,4
c,d,a,d,d,d,d,d,d,c,e,d,d,a,d,d,d,a,e,d,Ingeniería Civil,5
b,b,d,b,c,b,d,b,d,e,d,c,d,b,c,c,b,e,e,b,Ingeniería Civil,5
b,c,d,b,d,b,d,b,d,b,d,e,d,a,b,d,b,d,b,e,Gestión y Dirección,4
a,d,a,a,a,d,d,b,d,d,d,b,d,a,d,b,d,b,b,d,Ingeniería Mecatrónica,4
b,b,a,d,d,d,c,a,d,d,d,e,e,b,b,a,b,c,d,d,Administración,5
b,e,d,b,d,b,b,d,d,c,d,d,e,d,e,c,c,d,b,d,Administración,4
c,e,c,c,b,e,b,e,e,b,b,b,b,e,c,b,c,b,b,b,Gestión y Dirección,4
a,a,b,b,a,d,d,a,a,a,d,a,d,a,d,a,a,a,e,d,Ingeniería Mecánica Eléctrica,4
d,d,a,d,d,d,b,b,b,b,c,b,b,d,e,b,d,b,d,a,Ingeniería de Software,5
d,a,c,a,d,a,d,d,b,a,a,b,a,d,d,a,d,c,a,a,Administración,5
d,b,e,e,d,d,d,d,e,e,e,c,d,e,d,b,e,e,c,d,Gestión y Dirección,5
d,e,d,c,e,b,b,c,b,b,d,c,e,e,e,e,b,c,c,c,Administración,5
d,c,d,d,c,d,a,b,b,d,d,b,c,b,c,c,c,d,d,b,Ingeniería Mecánica Eléctrica,5
d,d,a,d,e,d,d,e,c,d,b,d,c,d,c,e,d,b,b,d,Ingeniería Mecatrónica,5
b,d,d,d,d,d,d,e,d,e,b,a,d,d,d,c,d,a,b,b,Administración,4
a,d,d,d,d,d,d,e,b,d,a,d,a,a,d,d,d,e,a,d,Ingeniería Mecánica Eléctrica,5
d,b,e,d,c,e,b,b,b,b,b,d,e,e,e,b,b,b,d,b,Administración,4
b,b,d,e,b,b,c,b,e,b,b,d,b,c,d,b,e,b,b,c,Contaduría,5
d,b,d,e,d,e,d,a,b,e,d,c,c,b,a,c,e,c,e,d,Ingeniería Industrial,5
d,c,a,d,a,a,a,a,d,a,a,a,d,d,a,d,a,a,c,d,Ingeniería de Software,5
d,a,b,d,e,d,d,e,d,c,d,e,c,a,d,d,a,a,b,b,Ingeniería Civil,5
d,d,b,d,d,d,d,a,a,a,d,b,a,a,d,a,a,d,e,a,Ingeniería Mecatrónica,4
d,d,b,d,b,d,a,c,d,b,c,b,b,d,d,b,d,b,b,d,Ingeniería de Software,5
d,b,a,d,e,d,b,e,c,c,b,b,b,d,d,b,d,d,c,d,Ingeniería Civil,4
d,d,e,d,d,d,d,d,b,d,a,e,a,b,a,d,a,d,a,d,Gestión y Dirección,5
e,e,d,c,b,c,b,c,e,b,b,e,b,b,b,b,e,d,b,c,Contaduría,4
b,d,a,e,d,b,a,b,c,e,d,d,c,b,e,b,c,d,b,c,Ingeniería Mecatrónica,5
c,e,d,c,c,c,b,d,c,b,b,b,b,e,b,b,c,a,c,b,Contaduría,5
d,d,a,a,a,d,d,a,a,e,e,d,d,c,d,a,a,a,d,a,Administración,5
d,a,d,d,d,b,a,e,b,c,e,d,d,d,b,d,d,d,d,b,Ingeniería Mecatrónica,5
d,b,c,e,d,e,b,b,c,e,d,d,e,d,c,d,b,c,a,e,Ingeniería Mecánica Eléctrica,4
c,d,a,d,b,b,e,b,b,b,b,b,c,d,d,e,d,b,b,d,Ingeniería Mecánica Eléctrica,4
c,c,d,e,c,b,c,e,c,c,d,d,b,e,b,c,e,c,e,b,Gestión y Dirección,5
e,d,b,c,b,c,b,b,c,b,c,e,e,b,b,b,e,a,c,e,Ingeniería Mecatrónica,5
b,d,e,d,a,d,d,a,b,e,a,d,d,d,d,a,d,d,a,d,Ingeniería Industrial,4
d,d,e,d,c,d,d,b,b,d,d,b,c,e,d,d,e,c,a,e,Ingeniería Industrial,5
c,d,e,e,d,b,d,e,b,e,d,e,e,c,a,e,b,d,d,b,Gestión y Dirección,5
d,b,d,e,c,c,e,c,b,b,d,d,b,b,c,e,e,d,e,e,Ingeniería Mecánica Eléctrica,5
a,c,b,d,d,d,c,b,b,e,e,b,c,c,d,c,c,a,a,b,Administración,5
a,a,b,a,a,a,d,a,a,a,a,b,d,d,d,a,a,b,d,d,Ingeniería Mecánica Eléctrica,5
d,d,c,d,b,d,a,d,a,d,e,b,c,b,e,e,d,a,d,d,Ingeniería Mecatrónica,4
a,d,b,d,d,d,c,d,a,d,c,b,d,d,a,d,d,b,d,a,Ingeniería de Software,5
c,b,d,d,d,b,d,b,d,a,e,c,e,d,d,d,b,d,d,d,Gestión y Dirección,5
d,b,b,e,c,d,e,b,b,c,c,e,e,d,a,c,d,d,c,c,Contaduría,4
d,a,d,d,d,e,d,d,a,d,a,d,e,d,d,a,a,d,a,d,Administración,4
b,e,d,b,d,d,d,b,d,e,c,c,d,a,d,c,b,c,d,b,Gestión y Dirección,4
b,c,b,b,d,b,c,b,d,d,e,b,c,d,c,c,d,d,d,e,Ingeniería de Software,5
d,d,b,d,a,a,a,d,d,d,d,a,d,d,d,a,d,a,a,d,Ingeniería Mecatrónica,5
b,c,d,d,e,e,e,b,b,b,e,a,d,c,e,b,b,b,b,c,Ingeniería Mecánica Eléctrica,5
d,d,d,d,e,d,e,b,c,e,c,b,e,c,c,c,b,a,d,b,Administración,5
e,e,d,e,b,c,e,b,e,b,c,c,e,b,b,b,e,c,d,c,Ingeniería Industrial,4
a,a,b,a,a,d,d,a,a,a,a,a,a,a,d,a,a,b,a,d,Ingeniería de Software,4
d,d,b,d,c,d,b,d,b,d,d,d,d,d,b,d,c,e,d,d,Administración,5
a,a,a,d,a,d,d,b,d,a,d,c,a,a,e,a,c,d,e,a,Ingeniería Mecatrónica,5
d,d,b,d,d,d,d,d,d,e,d,b,e,d,e,d,d,d,d,d,Ingeniería Civil,4
d,d,a,a,c,e,b,d,d,d,c,a,e,d,e,c,a,b,c,a,Ingeniería de Software,5
d,b,e,d,d,d,e,d,d,d,c,e,d,d,a,d,e,e,d,b,Ingeniería Industrial,5
e,e,d,b,b,d,b,b,c,e,d,b,c,e,c,d,e,a,a,e,Ingeniería Mecánica Eléctrica,5
c,c,b,b,c,c,d,b,c,d,c,c,c,e,b,c,c,d,b,e,Gestión y Dirección,5
d,d,d,d,d,d,d,a,c,a,e,e,a,b,d,d,a,d,a,d,Ingeniería Industrial,4
d,d,d,a,d,a,a,d,a,a,d,d,a,d,e,d,c,d,d,a,Administración,5
b,b,e,d,b,d,d,a,d,e,d,b,b,b,d,d,b,e,a,b,Ingeniería Industrial,4
d,e,d,b,b,c,c,b,b,b,b,b,b,b,b,b,c,b,b,b,Ingeniería Mecánica Eléctrica,5
b,d,e,a,c,d,d,c,b,d,b,d,b,c,d,e,e,d,d,d,Ingeniería Industrial,5
d,b,b,d,d,d,b,d,b,b,b,a,e,d,a,b,a,d,d,b,Ingeniería Mecánica Eléctrica,4
a,a,a,a,e,d,d,a,a,a,d,d,d,d,a,d,a,b,d,d,Ingeniería Mecatrónica,5
e,e,e,c,b,c,b,c,e,b,b,c,b,e,c,b,e,d,b,c,Ingeniería Industrial,5
d,d,b,d,b,e,c,d,d,d,d,b,c,d,d,d,a,d,c,c,Ingeniería Mecatrónica,5
c,d,c,e,b,b,c,e,e,c,c,e,b,b,c,c,e,c,a,b,Contaduría,5
c,e,c,d,a,b,e,d,e,d,d,e,d,e,b,c,d,e,e,b,Gestión y Dirección,5
d,d,d,a,e,a,e,d,c,d,d,a,d,b,d,d,d,d,a,a,Ingeniería Mecánica Eléctrica,4
d,a,d,d,a,d,c,a,a,a,d,d,e,a,d,d,d,d,a,d,Contaduría,5
d,a,a,d,a,a,d,a,a,a,a,b,d,d,d,a,d,d,a,a,Ingeniería Mecánica Eléctrica,5
b,d,c,d,b,d,b,b,e,b,b,b,b,d,d,e,d,d,b,b,Ingeniería Mecatrónica,5
d,b,a,e,b,e,e,d,d,b,b,b,b,c,d,c,b,d,b,d,Ingeniería Civil,5
a,a,d,a,a,a,d,a,a,a,a,b,a,d,d,a,d,a,d,a,Ingeniería Mecánica Eléctrica,4
d,a,b,b,c,c,d,c,c,e,d,d,e,c,d,d,d,d,d,b,Ingeniería Industrial,5
c,e,e,b,d,d,b,b,b,d,e,d,e,e,b,c,b,d,d,d,Ingeniería Industrial,5
b,d,b,d,d,d,e,d,d,d,d,b,c,b,b,e,d,b,e,a,Ingeniería Civil,5
b,e,e,b,b,b,b,b,c,d,c,e,c,e,c,e,e,c,d,c,Gestión y Dirección,4
d,a,b,a,d,a,d,d,a,a,d,c,d,a,d,d,d,b,d,d,Administración,4
e,b,e,b,e,c,a,d,d,b,c,d,b,b,e,b,e,c,c,b,Contaduría,5
d,b,d,a,a,d,a,a,b,d,e,b,c,d,d,c,d,b,d,b,Contaduría,5
a,c,a,a,c,a,b,a,a,d,d,a,c,a,d,d,a,b,d,a,Ingeniería de Software,5
d,d,a,d,a,a,d,a,a,a,d,a,d,d,d,d,a,b,a,a,Ingeniería de Software,5
d,c,e,b,d,e,d,e,e,a,c,c,d,b,a,d,d,e,e,c,Ingeniería Industrial,5
c,d,e,e,b,e,e,d,e,b,c,e,e,e,e,b,c,c,d,c,Ingeniería Industrial,4
a,c,b,a,d,a,a,d,d,d,a,d,d,c,d,d,d,d,e,d,Ingeniería Civil,5
c,e,e,e,b,e,c,c,e,b,e,b,b,b,c,b,b,d,d,e,Gestión y Dirección,4
d,b,b,d,d,b,b,c,d,b,d,a,d,b,b,d,b,b,d,a,Ingeniería Mecatrónica,4
b,b,d,a,b,e,c,d,b,b,e,c,c,c,b,c,e,d,d,d,Contaduría,5
b,d,a,d,d,a,b,e,a,c,d,b,b,a,c,d,d,b,b,b,Ingeniería de Software,5
a,d,a,a,a,a,e,d,d,a,a,a,a,d,d,a,d,d,e,a,Ingeniería Mecatrónica,5
d,a,c,b,d,b,e,d,c,e,d,d,c,d,e,d,b,d,d,d,Administración,5
b,d,d,b,d,b,d,e,b,d,a,d,a,d,b,b,d,e,a,d,Ingeniería Civil,5
d,d,d,b,d,b,c,a,b,d,d,e,a,a,d,d,a,d,b,a,Contaduría,5
c,b,d,c,c,d,e,b,e,c,b,d,d,e,b,b,e,e,d,c,Ingeniería Industrial,5
d,d,b,d,e,d,d,a,d,d,d,a,e,d,b,e,d,a,d,a,Ingeniería Mecatrónica,5
c,c,b,e,b,b,c,b,c,b,c,c,b,b,e,c,c,e,b,e,Administración,5
c,e,d,d,e,e,c,b,b,c,d,b,d,c,b,b,a,b,c,d,Ingeniería Mecánica Eléctrica,5
d,d,d,a,d,a,d,a,a,a,a,d,a,d,d,a,c,c,a,a,Contaduría,4
d,a,a,b,b,e,b,d,a,d,e,a,c,a,b,d,d,b,d,d,Ingeniería de Software,5
d,b,c,b,e,c,b,b,b,c,b,d,e,c,b,e,c,d,d,b,Contaduría,5
a,d,e,e,d,a,d,d,d,d,d,b,d,c,d,d,c,c,a,d,Gestión y Dirección,5
b,e,e,c,b,b,b,b,d,b,b,a,b,b,b,b,c,a,d,e,Ingeniería Civil,5
d,a,d,d,d,a,a,d,a,a,d,d,a,b,d,a,a,d,a,a,Gestión y Dirección,5
a,a,a,a,a,a,d,d,a,a,a,a,d,d,d,a,a,b,a,d,Ingeniería de Software,4
d,c,d,c,b,c,e,b,e,b,c,d,b,e,a,b,c,a,b,b,Ingeniería Civil,4
d,a,d,a,d,d,d,a,d,a,a,d,a,c,d,d,c,d,a,d,Gestión y Dirección,5
a,a,b,a,a,d,d,d,a,a,a,d,d,a,d,a,d,a,a,a,Ingeniería Mecatrónica,5
a,a,a,d,b,b,b,b,a,e,c,d,e,a,d,d,b,b,b,d,Ingeniería de Software,4
b,b,e,a,e,d,c,e,d,d,d,b,d,e,d,d,d,d,d,d,Gestión y Dirección,5
c,a,b,d,d,e,d,b,c,c,a,d,b,e,e,d,b,d,c,e,Administración,4
d,c,a,d,d,b,b,b,a,e,c,b,e,c,a,d,d,b,e,d,Ingeniería de Software,5
d,d,c,b,b,b,b,d,b,b,d,b,b,c,d,b,d,b,b,d,Ingeniería Mecánica Eléctrica,5
d,d,a,a,e,e,a,d,a,c,e,b,d,d,d,c,d,b,e,d,Ingeniería Mecatrónica,4
c,d,d,c,b,b,c,c,d,b,e,c,b,e,b,e,d,e,b,e,Gestión y Dirección,5
d,c,d,c,e,b,d,d,a,a,d,a,d,b,b,d,b,d,d,d,Gestión y Dirección,5
a,d,b,d,d,a,d,e,a,a,a,a,d,b,a,d,a,b,e,d,Ingeniería Civil,4
c,c,d,b,e,b,c,e,b,c,e,d,b,d,b,b,e,d,b,b,Ingeniería Mecánica Eléctrica,4
d,d,d,e,e,b,b,b,e,b,e,b,b,b,b,d,d,d,c,d,Ingeniería Civil,5
d,d,e,b,d,d,a,b,b,d,d,c,d,e,d,d,c,c,e,b,Ingeniería Industrial,5
e,e,d,c,d,d,a,e,c,b,b,d,e,b,e,d,b,e,c,c,Contaduría,5
c,e,d,b,e,e,d,b,b,c,d,d,d,b,d,c,b,d,e,d,Gestión y Dirección,5
b,b,e,b,a,b,a,e,c,d,a,d,e,b,d,d,d,e,d,e,Ingeniería Industrial,5
c,b,e,c,b,d,c,d,d,e,c,d,c,d,d,d,b,e,c,e,Gestión y Dirección,5
c,c,c,b,b,b,b,e,b,b,b,e,b,b,b,b,b,b,b,b,Ingeniería Civil,5
e,e,d,e,b,b,a,b,e,b,c,c,e,e,e,b,c,e,c,c,Ingeniería Industrial,5
e,c,b,d,b,d,b,d,c,d,c,d,d,d,e,e,b,d,a,d,Ingeniería Civil,5
a,d,d,d,d,d,a,d,c,d,d,e,d,d,d,d,d,d,d,e,Contaduría,5
c,d,e,a,d,d,d,a,a,d,d,a,e,d,d,e,a,d,d,a,Ingeniería Industrial,5
b,b,d,e,b,b,b,b,c,c,d,e,b,b,b,b,c,d,c,c,Ingeniería Mecatrónica,5
b,d,a,d,b,c,b,b,c,d,b,a,b,b,e,b,c,d,b,c,Ingeniería Civil,5
a,a,b,b,d,d,d,e,d,d,a,b,a,d,d,a,d,d,e,b,Ingeniería de Software,4
a,a,d,d,a,e,d,e,d,d,d,e,d,d,d,d,a,d,d,a,Gestión y Dirección,5
b,c,d,b,d,a,b,d,b,c,d,c,d,d,c,d,d,d,c,d,Administración,5
e,c,b,b,d,c,c,e,b,c,e,b,c,c,c,b,b,b,c,b,Administración,5
d,c,d,e,d,d,a,a,b,a,d,d,d,a,b,d,a,c,d,a,Ingeniería Civil,5
b,c,b,d,c,e,b,e,b,c,b,b,c,e,d,c,b,d,b,d,Ingeniería Mecatrónica,5
b,d,b,b,d,c,d,b,d,b,b,e,c,b,e,b,e,a,d,b,Ingeniería Mecatrónica,5
a,a,d,d,a,a,d,a,d,a,a,d,a,a,d,a,d,c,a,a,Gestión y Dirección,5
e,e,d,e,b,b,e,c,e,b,b,d,b,e,d,b,e,a,c,d,Ingeniería Industrial,5
d,d,d,d,c,d,a,d,d,b,d,d,d,e,d,b,a,b,c,d,Ingeniería Civil,4
d,a,d,e,b,d,a,e,b,e,e,b,d,b,b,e,d,d,d,d,Contaduría,5
e,e,b,c,b,b,b,c,c,b,c,b,e,e,c,b,e,d,b,e,Ingeniería Mecatrónica,5
d,a,a,c,d,b,e,e,d,e,e,a,e,d,e,b,a,d,d,e,Ingeniería de Software,5
d,b,d,a,a,d,d,a,d,a,a,b,a,d,d,a,a,b,d,a,Administración,4
a,a,a,d,b,e,c,d,d,e,c,a,d,d,a,c,a,b,b,d,Ingeniería de Software,5
a,d,c,a,d,d,d,d,b,d,d,d,d,a,d,e,b,d,d,a,Gestión y Dirección,5
b,c,d,d,e,d,d,d,b,e,d,c,b,d,d,d,d,d,a,d,Contaduría,4
b,d,d,e,d,d,b,e,d,d,d,b,d,e,c,c,d,e,e,e,Ingeniería Mecatrónica,5
a,d,d,a,d,a,d,a,a,a,d,d,a,d,d,d,a,d,a,d,Ingeniería Industrial,4
d,c,b,b,d,d,e,d,d,e,d,d,e,d,b,c,b,a,d,d,Ingeniería Civil,4
d,b,b,b,b,b,b,e,d,c,d,d,e,d,b,d,d,b,b,b,Ingeniería Mecatrónica,5
b,d,a,b,d,d,a,d,a,c,b,d,e,d,e,d,d,b,d,a,Ingeniería de Software,4
b,d,e,c,d,c,c,d,c,e,c,e,b,b,a,b,b,b,b,e,Administración,5
c,e,e,b,b,b,b,b,e,e,b,d,b,e,e,b,e,b,b,c,Gestión y Dirección,5
a,a,b,d,a,a,d,a,a,a,a,a,a,a,d,d,a,b,a,a,Administración,5
d,c,b,d,d,e,d,d,b,d,d,d,a,c,b,a,a,d,a,d,Ingeniería Civil,4
e,e,d,c,c,c,b,c,e,e,b,d,b,e,b,e,e,e,b,b,Ingeniería Industrial,5
d,d,c,d,e,d,d,d,a,d,a,d,e,c,d,c,d,d,d,a,Ingeniería Mecánica Eléctrica,5
c,d,e,d,c,d,d,d,d,b,d,b,c,b,d,d,b,c,d,d,Ingeniería Industrial,4
c,d,b,b,d,b,a,e,b,c,c,d,b,c,b,c,d,d,b,b,Ingeniería Mecánica Eléctrica,5
d,b,d,b,e,d,b,b,d,c,b,b,c,c,a,e,b,d,d,e,Ingeniería Civil,5
a,a,a,a,d,a,a,d,a,c,d,a,d,a,d,d,d,b,c,d,Ingeniería de Software,4
d,e,b,d,d,e,c,e,d,e,d,b,d,d,a,d,d,b,a,d,Ingeniería Mecatrónica,5
c,d,b,e,c,e,c,d,d,c,d,d,e,a,e,c,b,c,d,e,Ingeniería Civil,5
e,d,b,e,d,b,c,c,c,e,b,c,b,c,b,b,b,b,b,e,Gestión y Dirección,4
d,c,d,d,c,b,a,d,d,b,a,a,e,b,e,d,d,d,b,d,Ingeniería Mecatrónica,4
e,b,e,c,b,d,d,d,c,d,d,d,d,b,d,d,d,c,d,e,Ingeniería Industrial,5
e,c,d,b,d,c,e,d,d,d,e,a,e,b,e,c,c,d,d,b,Ingeniería de Software,5
b,c,e,d,a,a,d,e,d,d,a,e,a,d,d,d,b,e,e,d,Ingeniería Industrial,5
d,b,b,d,b,e,b,e,c,e,d,d,c,d,b,d,a,b,c,a,Ingeniería Mecatrónica,5
b,d,b,e,c,d,d,c,b,b,d,e,c,c,c,b,b,d,d,c,Administración,4
b,d,b,e,e,d,e,b,d,e,d,b,c,c,b,b,d,b,c,b,Ingeniería Mecánica Eléctrica,5
d,a,d,a,d,d,e,d,a,e,e,a,d,d,d,a,e,d,d,d,Ingeniería Mecánica Eléctrica,4
b,b,b,c,d,c,a,e,d,c,d,d,a,d,c,e,e,e,e,d,Gestión y Dirección,5
d,d,b,d,a,b,c,b,b,d,a,e,d,c,c,d,c,c,d,c,Administración,4
e,d,e,e,e,e,d,e,b,a,a,c,d,b,b,c,e,e,a,b,Ingeniería Industrial,5
c,e,a,c,b,e,b,c,c,b,b,d,b,e,c,b,e,b,b,c,Ingeniería Mecatrónica,4
c,b,d,b,e,b,e,e,b,d,b,d,e,e,b,e,d,d,d,b,Administración,5
d,b,e,d,a,d,d,a,c,d,a,d,d,c,e,d,b,e,a,a,Ingeniería Industrial,4
c,c,c,e,d,b,d,b,c,e,d,c,c,b,e,c,d,b,e,e,Ingeniería Civil,4
e,b,d,c,c,b,b,c,e,b,b,c,b,b,c,b,c,d,d,c,Ingeniería Civil,5
b,d,c,c,c,c,d,b,a,d,d,c,e,d,c,a,e,d,d,d,Ingeniería Mecatrónica,5
d,a,c,d,e,a,d,d,d,d,a,d,d,a,d,d,d,a,d,d,Ingeniería Mecánica Eléctrica,5
b,d,c,b,d,e,b,b,d,c,b,d,d,b,b,b,e,d,c,c,Ingeniería Civil,4
b,d,d,d,a,d,d,e,d,d,a,e,e,c,d,d,d,a,d,d,Administración,5
b,b,d,b,d,e,d,b,d,d,d,d,d,e,d,e,d,a,c,d,Contaduría,5
e,b,b,c,b,c,c,c,e,b,b,c,b,e,a,b,e,a,b,e,Administración,4
c,e,b,e,b,c,b,c,b,b,c,d,b,b,c,b,b,a,b,b,Ingeniería de Software,5
d,d,b,d,e,b,d,d,c,d,d,d,d,d,d,d,d,c,d,d,Ingeniería Civil,5
d,b,a,d,d,b,b,a,a,d,c,a,b,d,b,d,d,a,d,b,Ingeniería Mecatrónica,5
e,b,d,e,e,c,b,b,e,b,c,e,b,e,e,e,e,d,d,c,Administración,4
c,b,d,c,b,c,e,c,e,b,e,c,b,e,b,b,c,c,d,c,Ingeniería Industrial,5
b,a,d,a,a,a,d,a,a,a,a,d,a,d,b,d,d,c,d,d,Contaduría,5
d,d,c,d,d,a,d,d,b,e,d,d,e,b,d,e,a,b,d,b,Ingeniería Civil,4
c,d,a,d,a,e,d,d,b,b,e,b,e,d,e,c,b,a,a,d,Ingeniería de Software,5
a,a,d,a,a,a,d,a,a,d,d,b,a,d,a,d,d,d,d,b,Gestión y Dirección,5
d,c,b,d,d,e,c,a,b,d,d,c,d,d,b,d,d,d,e,e,Ingeniería Civil,4
d,b,d,b,a,d,e,e,d,d,e,b,d,d,e,d,d,d,d,d,Ingeniería Mecánica Eléctrica,4
a,a,c,d,d,d,d,a,a,a,a,d,a,d,d,d,a,d,d,a,Administración,5
d,a,c,b,d,b,d,d,d,c,d,b,d,d,b,d,a,a,c,e,Ingeniería Mecatrónica,5
d,d,d,e,d,d,d,b,d,d,e,d,d,d,a,c,b,e,e,b,Contaduría,4
b,d,d,b,c,d,d,d,d,d,d,c,d,d,b,d,d,c,b,c,Gestión y Dirección,5
d,d,b,d,e,b,e,c,b,d,e,c,d,b,a,a,d,e,d,d,Contaduría,4
b,b,d,b,d,d,d,a,b,c,e,b,b,b,b,c,d,a,d,d,Gestión y Dirección,5
b,e,e,c,e,c,c,b,b,b,c,d,d,b,b,b,b,d,c,c,Contaduría,5
a,d,c,a,d,a,d,a,a,a,d,a,a,a,d,a,a,c,a,a,Ingeniería Mecatrónica,4
c,c,d,e,d,e,c,b,c,d,c,d,d,e,d,e,d,e,a,d,Ingeniería Industrial,5
e,e,d,c,b,b,e,b,a,b,b,e,c,e,e,b,c,a,b,c,Ingeniería Civil,5
a,c,b,d,b,d,d,d,d,d,e,b,b,b,d,d,a,a,c,d,Ingeniería Civil,4
d,c,d,e,b,d,b,b,c,c,d,e,e,c,b,d,b,c,d,b,Administración,5
a,a,a,d,b,d,d,e,a,d,d,b,a,a,d,a,b,b,c,d,Ingeniería de Software,4
d,b,b,e,d,b,d,d,d,e,d,b,b,b,d,d,d,d,a,d,Ingeniería Mecánica Eléctrica,4
a,a,d,d,a,d,d,d,a,a,a,c,a,a,a,a,d,c,d,d,Administración,4
c,b,b,a,d,d,d,a,a,d,d,b,a,d,d,d,d,d,a,b,Administración,5
c,b,b,e,b,d,b,c,b,c,b,d,e,d,c,c,d,c,d,e,Ingeniería Mecatrónica,5
e,b,a,b,b,b,b,b,c,b,c,b,b,b,e,b,e,d,d,b,Administración,4
c,c,a,c,b,c,c,c,b,c,b,c,c,d,c,c,b,d,b,c,Ingeniería Mecatrónica,4
d,b,c,b,e,b,a,d,d,d,d,d,d,d,e,d,d,a,c,b,Ingeniería Civil,4
d,d,a,a,d,d,e,b,d,d,b,a,d,b,b,c,d,a,b,d,Ingeniería de Software,5
a,c,d,d,d,d,d,d,b,a,d,d,d,c,d,d,d,d,c,d,Ingeniería Industrial,4
d,b,e,b,b,b,d,a,b,c,e,a,b,e,d,e,d,d,d,b,Gestión y Dirección,4
d,c,b,d,a,a,d,d,d,c,d,a,d,d,a,c,d,d,d,d,Ingeniería Civil,5
d,b,e,d,e,e,b,b,d,c,d,d,b,d,e,e,b,d,b,b,Contaduría,5
b,e,d,e,b,e,c,d,d,e,b,c,c,d,b,e,b,b,d,b,Administración,5
b,d,e,b,d,d,d,d,d,d,a,b,e,d,d,c,d,d,d,d,Gestión y Dirección,5
c,d,a,c,c,c,c,b,b,d,e,d,b,d,a,d,d,a,b,e,Ingeniería Mecatrónica,5
d,b,d,e,d,d,d,e,d,d,e,b,d,e,b,d,b,d,d,d,Ingeniería Mecánica Eléctrica,5
d,b,e,d,d,d,d,d,b,c,d,d,d,b,d,e,e,c,e,b,Ingeniería Industrial,5
e,e,d,c,b,c,d,e,b,b,b,e,b,c,e,b,d,d,d,c,Contaduría,5
b,d,d,b,d,d,d,d,c,e,a,e,d,d,d,d,d,e,e,e,Gestión y Dirección,5
a,a,b,a,d,a,d,d,a,a,d,a,a,d,d,a,d,b,d,a,Ingeniería Mecánica Eléctrica,5
d,e,a,b,e,d,c,e,d,e,c,a,e,a,a,e,b,b,b,d,Ingeniería Mecánica Eléctrica,5
b,b,b,b,b,e,b,b,d,c,b,b,b,e,c,b,d,b,b,b,Ingeniería de Software,5
d,d,b,a,d,b,a,e,d,e,d,a,b,a,a,e,d,b,d,d,Ingeniería Mecatrónica,5
d,a,e,a,a,a,d,d,a,a,a,a,a,a,d,a,a,b,e,a,Contaduría,5
d,a,a,d,d,a,d,a,a,a,a,a,a,d,d,d,d,c,a,d,Ingeniería Mecatrónica,5
b,e,d,c,b,c,b,c,e,b,b,c,c,b,c,b,c,c,b,c,Administración,5
b,a,c,a,b,d,a,d,d,c,d,d,e,d,a,b,d,d,c,d,Contaduría,5
d,b,b,b,b,d,a,d,b,d,e,d,e,b,d,c,d,d,d,d,Ingeniería Mecánica Eléctrica,5
d,b,b,a,b,d,b,c,d,b,b,a,b,b,e,e,b,b,b,d,Ingeniería Mecánica Eléctrica,4
b,b,d,e,a,e,a,e,e,d,e,d,d,b,d,d,c,e,e,b,Administración,4
e,c,b,b,c,e,e,b,b,b,c,e,c,e,e,b,b,a,b,c,Gestión y Dirección,4
