P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,Carrera_Target,Satisfaccion
c,e,c,c,c,c,c,c,c,c,e,c,c,c,c,d,c,c,c,c,Ingeniería Civil,4
c,d,d,c,c,c,c,e,c,c,c,e,c,c,c,e,b,c,c,c,Ingeniería Civil,5
c,c,e,e,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,Ingeniería Civil,4
c,e,c,c,c,c,c,d,c,c,a,c,c,e,c,c,b,c,c,c,Ingeniería Civil,5
c,c,a,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,e,c,c,c,e,c,c,c,c,c,c,e,c,c,c,c,c,Ingeniería Civil,5
c,c,e,e,c,c,c,c,c,c,c,c,c,c,c,c,c,d,c,c,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,b,b,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,e,a,c,c,c,c,b,c,c,e,c,c,c,Ingeniería Civil,5
c,c,c,c,c,e,c,c,c,c,c,c,c,e,c,c,c,c,e,c,Ingeniería Civil,5
e,c,c,c,c,b,c,c,c,c,c,c,c,c,e,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,e,c,c,e,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
e,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,d,c,e,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,c,c,c,a,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,e,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,d,c,c,c,d,c,c,c,c,c,c,c,e,c,c,Ingeniería Civil,4
c,c,c,c,e,c,c,c,c,c,c,c,d,c,c,c,e,c,e,c,Ingeniería Civil,5
c,e,d,c,c,c,c,c,e,c,c,c,c,a,c,c,c,b,c,c,Ingeniería Civil,5
c,c,c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,e,c,Ingeniería Civil,5
c,c,c,c,d,c,c,e,e,c,c,c,c,c,c,c,e,e,c,c,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,c,e,c,c,e,a,c,b,c,c,a,Ingeniería Civil,5
d,c,c,c,c,c,c,c,c,d,c,c,c,c,c,c,c,e,c,e,Ingeniería Civil,5
c,c,c,c,e,c,c,c,c,e,c,c,c,c,c,c,c,c,a,c,Ingeniería Civil,5
c,a,c,c,c,e,c,c,c,c,c,b,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,e,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,e,e,c,c,c,c,c,c,c,c,c,d,c,c,c,c,c,c,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,c,c,c,c,c,d,e,c,c,c,c,Ingeniería Civil,5
c,c,c,a,c,c,c,e,c,c,e,c,e,c,c,c,e,c,c,d,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,c,c,b,c,c,c,e,c,e,a,c,Ingeniería Civil,5
a,c,c,c,c,e,c,c,c,e,c,c,c,c,c,c,e,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,a,a,c,e,Ingeniería Civil,4
c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,Ingeniería Civil,4
c,c,a,c,c,c,e,c,c,c,c,c,c,e,c,c,e,c,c,c,Ingeniería Civil,5
b,c,a,c,c,c,c,d,c,c,a,c,e,c,c,c,c,c,c,c,Ingeniería Civil,4
c,c,c,c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,a,c,c,e,c,e,c,c,c,c,c,c,c,Ingeniería Civil,4
c,c,d,c,e,c,e,c,e,c,b,c,c,c,c,c,c,c,c,c,Ingeniería Civil,5
b,c,c,c,c,c,c,c,c,c,c,e,c,c,c,c,c,c,c,b,Ingeniería Civil,5
c,c,e,e,c,c,e,e,c,c,c,c,c,c,c,c,c,c,c,c,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,a,c,c,c,c,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,Ingeniería Civil,4
d,c,c,e,c,c,e,c,c,c,c,c,c,c,c,c,c,c,c,e,Ingeniería Civil,5
c,c,c,c,e,e,c,c,c,c,c,c,c,c,c,c,c,e,c,a,Ingeniería Civil,5
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,d,c,e,Ingeniería Civil,4
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,e,c,c,c,Ingeniería Civil,4
d,a,d,d,c,a,d,d,d,d,d,a,e,d,d,d,d,d,d,d,Administración,4
a,d,d,d,d,c,d,d,d,d,d,e,d,a,c,d,d,d,d,d,Administración,5
d,d,c,d,d,d,d,d,d,d,a,d,c,a,d,d,d,d,d,d,Administración,4
d,d,d,a,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,e,d,d,d,d,d,d,d,Administración,5
a,d,d,d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,Administración,5
d,c,d,d,d,d,d,b,d,d,e,d,d,a,d,d,d,d,d,a,Administración,5
d,d,d,d,d,d,d,d,d,a,d,d,d,a,d,d,a,d,d,d,Administración,4
d,d,d,a,a,d,d,d,d,d,d,d,d,d,d,d,d,e,b,d,Administración,4
a,d,d,d,d,d,e,d,d,d,d,a,d,d,d,a,a,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,d,Administración,4
d,d,d,d,d,a,d,a,d,d,d,d,d,d,e,d,a,d,c,b,Administración,5
d,d,a,d,d,d,d,c,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,c,d,d,d,d,d,a,d,a,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,a,d,d,a,d,d,a,c,d,d,d,Administración,5
a,a,d,d,d,d,d,d,a,a,d,d,d,d,d,d,d,c,d,d,Administración,5
d,d,d,d,d,d,d,d,e,d,d,d,d,d,d,d,d,d,d,d,Administración,4
d,d,d,d,d,d,d,e,d,e,d,d,d,a,d,d,d,d,d,d,Administración,4
d,c,c,a,d,a,d,d,d,a,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,a,d,b,d,d,d,d,a,d,d,a,Administración,5
d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,a,d,d,d,d,d,d,d,d,a,b,b,a,d,d,d,d,d,Administración,5
d,d,c,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,a,d,d,a,d,d,d,d,d,Administración,5
d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,a,d,d,d,d,Administración,4
d,d,d,d,a,d,d,d,e,d,d,d,d,d,d,d,d,d,d,d,Administración,4
d,d,a,d,d,d,d,d,d,d,d,d,b,d,d,a,d,d,d,a,Administración,4
a,d,d,d,d,d,d,d,d,d,d,d,b,d,d,d,d,d,d,d,Administración,4
a,d,d,d,d,d,b,a,a,e,d,d,a,d,d,a,d,d,d,d,Administración,5
e,d,d,d,d,d,d,e,d,d,d,d,d,d,c,e,d,e,d,d,Administración,5
d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,c,d,d,d,d,d,d,a,d,a,d,Administración,5
c,d,d,d,d,d,a,d,d,d,c,d,d,b,d,d,d,d,a,d,Administración,5
d,a,a,d,d,d,d,d,d,d,d,e,a,d,d,d,d,d,d,d,Administración,5
e,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,e,d,c,d,d,d,d,a,d,a,a,a,d,d,a,a,Administración,4
a,a,d,d,d,a,d,d,d,d,d,d,b,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,a,d,a,d,d,d,d,d,d,d,d,d,a,a,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,c,Administración,5
d,d,d,d,d,d,d,d,b,d,d,d,d,d,d,d,d,a,d,d,Administración,5
d,d,c,a,d,c,a,d,d,d,a,d,d,d,d,d,d,d,a,b,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,Administración,5
d,d,d,d,d,d,a,d,d,d,d,d,d,d,a,d,d,d,d,d,Administración,4
d,d,d,d,d,d,a,d,d,d,a,d,d,d,d,d,d,d,d,d,Administración,4
e,d,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,4
c,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,c,d,d,a,d,d,a,d,d,d,d,a,d,d,d,a,Administración,5
d,d,e,d,a,d,d,d,d,d,a,e,d,d,d,d,c,d,d,a,Administración,5
a,d,d,d,d,d,d,d,c,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,b,d,d,d,d,Administración,4
d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,a,a,b,e,Administración,5
d,d,d,d,a,a,d,d,d,d,d,d,d,d,d,d,a,a,d,a,Administración,5
d,d,d,a,a,d,d,d,d,d,d,d,d,a,d,d,d,a,d,d,Administración,4
d,d,d,a,a,d,d,e,d,d,a,d,d,d,d,a,d,d,d,d,Administración,4
d,d,d,a,b,d,d,d,d,d,d,d,d,d,d,a,d,d,d,d,Administración,5
d,d,d,d,d,a,d,c,d,d,d,d,d,d,d,d,a,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,c,Administración,5
a,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,Administración,4
d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,a,d,e,d,Administración,5
d,d,d,d,d,d,d,d,d,d,c,d,d,d,d,d,a,d,d,d,Administración,5
d,d,d,d,d,d,d,d,a,d,d,b,d,d,d,d,d,d,d,d,Administración,5
d,d,e,b,c,d,a,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
b,d,d,d,d,d,d,d,d,c,d,d,d,d,d,d,d,d,d,b,Administración,4
d,c,d,d,a,d,d,d,d,d,d,d,d,d,d,a,d,c,d,d,Administración,4
d,d,d,c,d,d,d,c,d,d,d,d,d,d,d,a,d,e,d,d,Administración,5
d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,a,c,d,d,Administración,5
d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,a,d,c,d,d,d,d,a,d,Administración,5
d,d,d,d,d,d,d,a,d,d,a,d,d,a,a,d,d,d,d,d,Administración,5
d,c,d,d,d,d,d,d,d,a,d,d,d,a,d,e,d,d,d,d,Administración,4
d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,c,d,d,Administración,4
e,d,d,a,d,a,d,d,d,d,d,a,d,d,b,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,a,c,d,d,d,d,d,d,d,d,d,d,Administración,5
a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,b,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,a,e,d,d,d,d,d,e,d,d,d,Administración,4
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,a,d,d,d,e,d,d,d,d,d,d,a,d,d,d,d,a,d,Administración,5
d,d,d,a,d,d,d,a,d,d,c,d,d,d,d,d,d,d,a,d,Administración,4
d,d,d,d,d,d,a,d,d,c,d,a,d,d,d,d,d,d,d,d,Administración,5
a,d,d,d,b,d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,a,d,d,d,d,d,e,d,d,d,d,c,d,Administración,5
d,d,d,d,d,d,d,d,d,a,d,d,a,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,e,d,d,d,d,a,d,d,e,d,d,d,d,d,d,d,a,d,Administración,5
d,d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,Administración,4
b,d,d,d,d,d,d,b,d,d,d,d,d,d,d,d,d,c,d,d,Administración,4
d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,a,a,d,d,d,Administración,4
d,d,d,d,c,d,d,d,d,d,d,a,d,d,d,c,d,d,d,d,Administración,5
d,d,b,d,a,d,b,d,d,d,d,d,a,d,d,d,d,a,d,d,Administración,4
d,a,a,d,d,a,d,d,d,d,d,d,d,d,d,d,d,a,a,d,Administración,4
a,d,d,d,d,d,d,d,d,d,d,e,d,b,d,d,d,d,d,b,Administración,5
d,d,d,d,d,d,c,d,d,d,b,a,d,d,d,d,d,d,c,a,Administración,5
a,d,d,d,d,d,d,d,b,d,d,d,d,d,d,b,d,d,d,d,Administración,5
d,a,d,a,d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,Administración,4
d,d,d,d,d,d,d,d,d,d,e,d,d,d,d,d,d,d,d,d,Administración,5
a,d,d,d,d,d,a,d,d,b,d,d,a,d,d,a,d,d,d,a,Administración,5
d,d,d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,a,d,Administración,5
d,d,d,d,a,d,d,d,d,d,a,d,d,d,d,d,d,d,a,d,Administración,5
a,c,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,a,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,4
d,d,d,d,d,d,a,a,a,d,d,d,d,d,d,d,d,a,d,d,Administración,5
d,d,b,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,Administración,4
d,d,d,d,d,d,d,d,d,d,a,a,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,Administración,4
c,e,d,d,d,b,a,a,d,d,d,d,d,d,d,d,d,d,d,d,Administración,4
d,d,d,d,d,d,d,d,d,d,c,d,d,b,d,d,b,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,a,d,a,d,d,d,a,d,d,d,Administración,4
d,d,d,d,d,d,d,d,a,d,d,d,c,d,a,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,a,d,d,d,d,a,d,d,d,a,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,b,d,a,a,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,Administración,5
d,a,a,d,d,d,d,d,d,d,d,a,d,a,d,d,d,d,d,d,Administración,5
d,a,a,d,d,d,d,d,d,d,d,b,d,d,d,d,d,c,d,d,Administración,5
d,c,d,a,a,d,d,d,c,d,d,d,d,d,d,d,d,b,d,d,Administración,5
d,d,a,d,a,d,d,d,d,b,d,a,d,d,d,a,d,d,d,d,Administración,5
d,a,d,d,d,d,d,d,d,d,e,d,a,a,d,a,a,a,d,d,Administración,5
d,d,a,a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,4
d,a,d,d,d,d,d,d,d,d,d,d,c,d,d,a,d,d,d,d,Administración,5
a,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,a,d,d,d,d,d,d,a,d,d,a,d,a,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,b,d,d,d,d,d,d,d,d,b,a,a,d,d,c,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,d,d,d,Administración,4
d,d,d,d,d,d,d,b,d,d,a,d,d,d,d,d,d,a,c,d,Administración,4
d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,b,d,d,d,d,d,d,d,d,b,d,d,d,d,c,d,d,a,Administración,5
a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,b,d,Administración,5
d,d,c,d,c,a,d,d,a,d,b,d,d,d,d,d,d,d,d,d,Administración,5
a,d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,a,d,d,d,Administración,5
d,d,a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,Administración,4
a,d,d,a,d,d,d,d,d,d,d,d,d,d,d,c,d,d,d,d,Administración,5
d,a,d,a,a,d,d,d,d,b,d,d,d,d,d,d,d,d,d,d,Administración,4
d,d,a,d,d,d,d,c,e,d,d,d,d,d,d,a,d,a,a,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,4
d,d,d,d,d,d,e,d,d,d,a,b,d,d,d,e,d,d,a,d,Administración,5
d,d,d,d,d,a,d,e,a,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,b,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,b,d,c,d,d,d,c,d,d,d,d,d,b,b,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,a,d,a,d,d,d,d,d,d,Administración,5
e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,a,d,d,e,d,d,d,d,d,d,d,d,d,d,d,d,a,d,Administración,5
d,d,d,d,d,d,d,d,a,d,d,d,a,d,d,b,d,d,d,d,Administración,5
d,a,a,d,a,d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,a,d,d,Administración,5
d,d,a,d,d,d,d,d,a,d,d,d,d,a,d,d,d,a,d,a,Administración,5
d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,a,d,d,d,d,Administración,4
d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,d,a,d,d,d,Administración,5
d,d,d,c,d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,e,d,d,d,d,d,d,Administración,5
d,d,a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,a,d,d,d,d,d,b,d,d,d,d,d,d,d,a,c,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,c,a,d,d,d,d,d,d,d,d,Administración,4
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,4
d,d,d,a,d,d,d,b,d,d,d,d,d,d,d,b,d,d,d,d,Administración,5
d,d,d,d,d,a,d,e,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
a,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
b,d,d,d,a,d,d,a,d,d,a,d,d,a,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,a,d,d,d,d,c,d,d,d,Administración,4
a,a,d,d,d,d,b,d,c,d,d,d,d,a,a,d,d,d,d,d,Administración,5
d,d,d,c,a,a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,4
d,d,d,d,a,d,d,a,d,a,d,d,e,d,d,b,d,d,a,d,Administración,5
a,d,d,d,d,d,d,d,d,d,d,b,a,d,d,d,d,a,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,d,Administración,5
d,d,a,d,d,d,d,d,d,d,d,a,d,d,d,d,d,b,a,d,Administración,5
d,d,d,b,d,d,e,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,a,d,d,d,d,d,d,a,d,a,a,d,d,Administración,4
d,d,d,d,d,e,d,d,d,d,d,d,d,d,d,a,a,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,a,d,d,a,d,d,d,d,a,Administración,4
a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,a,d,d,Administración,5
d,d,d,d,a,a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,e,d,d,d,b,d,b,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,b,d,d,d,Administración,4
d,d,d,d,d,d,c,b,d,d,d,d,d,d,d,d,d,d,d,d,Administración,4
d,d,d,d,b,d,d,d,d,a,d,d,d,a,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,a,d,d,d,e,d,a,d,d,d,d,d,Administración,4
d,a,d,d,d,c,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,b,d,d,d,d,d,d,a,d,a,d,d,d,d,b,Administración,5
d,a,d,d,d,b,d,d,d,d,d,a,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,a,d,d,d,d,a,d,Administración,5
d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,Administración,5
d,d,a,d,d,d,d,d,a,d,d,d,d,d,d,d,d,a,d,d,Administración,5
d,a,d,a,d,d,d,d,a,d,d,d,a,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,b,d,d,d,d,d,d,a,d,d,d,d,d,d,d,Administración,5
a,d,d,d,d,d,a,d,d,d,d,d,d,d,d,d,d,d,d,d,Administración,4
d,d,d,d,c,d,d,d,a,d,c,d,a,d,d,d,d,d,d,d,Administración,4
d,d,a,d,d,d,d,d,d,d,d,d,d,d,d,d,d,c,d,d,Administración,5
d,d,d,d,a,d,a,c,d,d,d,d,b,d,d,d,d,d,d,a,Administración,5
d,d,c,d,d,d,d,d,b,c,d,d,d,d,c,d,a,b,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,b,d,d,d,Administración,4
d,d,d,a,d,d,d,d,d,d,d,d,a,d,c,d,d,d,d,d,Administración,5
a,d,d,d,d,d,d,d,d,a,a,d,d,d,d,d,d,d,d,d,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,a,a,Administración,5
d,d,d,d,d,d,a,d,d,d,d,d,a,d,d,d,e,d,d,d,Administración,5
d,d,d,d,d,d,d,a,d,a,c,d,d,d,d,d,d,d,d,a,Administración,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Contaduría,5
d,e,d,e,d,d,d,d,a,d,e,e,d,d,d,d,d,d,d,c,Contaduría,5
d,d,d,d,d,d,d,d,d,d,d,e,d,d,d,d,d,d,d,d,Contaduría,5
d,d,d,d,d,d,d,b,d,d,d,b,d,d,d,e,d,d,d,e,Contaduría,5
d,d,d,d,d,d,e,d,d,d,d,d,d,d,d,d,d,a,d,d,Contaduría,4
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Contaduría,5
d,d,d,d,d,d,d,e,e,a,d,d,e,d,d,d,c,e,e,d,Contaduría,4
d,d,d,d,d,d,d,d,d,e,d,d,d,d,d,d,d,c,d,d,Contaduría,5
d,d,e,d,d,d,d,e,d,d,d,d,d,e,d,e,d,d,d,d,Contaduría,4
e,d,d,d,c,d,d,d,d,e,d,d,d,d,e,d,d,d,d,d,Contaduría,4
d,d,d,d,d,d,d,d,d,a,d,d,d,d,d,d,d,d,e,a,Contaduría,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,c,d,d,d,d,d,Contaduría,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,d,d,d,d,Contaduría,5
d,e,d,d,d,d,e,a,d,d,d,d,d,d,d,d,e,d,d,d,Contaduría,5
d,d,d,d,d,d,d,d,d,d,c,d,d,d,d,d,d,d,d,d,Contaduría,5
d,d,e,d,d,d,d,e,d,b,d,d,d,d,d,d,d,d,d,d,Contaduría,5
d,d,d,d,d,d,d,e,d,d,d,d,d,e,d,d,d,d,d,d,Contaduría,5
d,d,e,d,a,d,d,d,d,d,d,d,b,d,b,d,d,d,d,d,Contaduría,5
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,Contaduría,5
d,d,a,b,d,d,d,d,d,d,d,d,b,d,d,d,d,d,d,d,Contaduría,4
d,e,d,e,d,e,d,d,b,d,d,d,a,d,c,d,d,d,d,b,Contaduría,5
d,d,d,d,d,d,d,e,d,d,d,d,d,d,e,d,d,d,d,d,Contaduría,4
d,d,d,d,d,d,d,e,d,d,d,d,d,d,e,d,d,d,d,d,Contaduría,5
d,d,d,d,a,d,d,c,d,d,d,d,d,d,d,d,d,d,d,d,Contaduría,5
d,d,e,d,d,d,d,d,d,e,d,d,d,d,d,d,d,e,d,e,Contaduría,4
d,d,e,d,d,e,d,d,d,a,d,d,d,d,d,d,e,d,e,d,Contaduría,5
d,d,e,d,d,d,c,d,e,d,e,d,d,e,d,d,e,d,d,d,Contaduría,4
d,d,d,d,d,d,d,d,e,d,d,d,d,d,b,d,e,d,e,d,Contaduría,5
d,d,d,d,d,d,d,d,d,e,d,b,d,d,d,d,d,e,d,d,Contaduría,5
d,d,d,d,b,d,e,c,d,d,d,e,d,d,d,d,d,d,d,d,Contaduría,5
d,d,b,d,d,d,d,e,e,d,d,d,d,d,d,d,d,d,d,d,Contaduría,5
d,d,d,d,e,e,d,d,d,d,d,d,d,d,d,e,d,d,a,e,Contaduría,5
d,e,d,d,d,d,d,d,d,e,d,d,d,e,d,d,c,d,d,d,Contaduría,5
d,d,a,d,d,d,d,d,d,d,d,d,b,a,d,a,d,d,d,d,Contaduría,4
d,d,d,d,d,d,d,d,e,d,d,d,d,d,d,a,d,d,d,d,Contaduría,5
e,d,e,d,d,d,d,d,d,e,b,a,d,d,d,d,d,d,e,d,Contaduría,5
d,d,d,d,d,d,e,b,a,d,d,d,d,d,d,d,d,d,d,d,Contaduría,5
d,d,d,e,d,d,d,d,d,d,d,e,d,d,e,d,d,d,d,d,Contaduría,5
d,d,c,d,e,d,d,d,e,e,d,d,d,d,d,d,d,d,d,d,Contaduría,5
d,d,d,d,e,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,Contaduría,5
d,d,c,d,d,e,d,d,d,d,d,d,a,b,d,c,d,d,e,a,Contaduría,5
d,d,d,d,d,e,d,d,d,d,d,d,e,d,e,d,d,d,d,d,Contaduría,5
d,d,d,d,d,e,d,b,c,d,d,d,d,d,d,d,d,d,d,d,Contaduría,4
d,d,d,d,d,d,d,d,d,d,d,d,e,d,d,d,d,d,d,d,Contaduría,5
d,e,e,d,d,d,d,d,d,d,e,d,d,d,d,d,d,e,d,d,Contaduría,5
d,d,d,d,d,d,d,d,d,d,d,d,e,d,d,d,d,d,d,d,Contaduría,4
d,d,d,d,e,d,d,d,d,d,d,d,d,d,d,d,d,e,d,d,Contaduría,4
d,d,d,d,d,d,d,d,d,d,d,d,d,d,d,e,d,d,d,d,Contaduría,5
